Date(UTC),UnixTimeStamp,eth_etherprice,eth_tx,eth_address,eth_supply,eth_marketcap,eth_hashrate,eth_difficulty,eth_blocks,eth_uncles,eth_blocksize,eth_blocktime,eth_gasprice,eth_gaslimit,eth_gasused,eth_ethersupply,eth_ens_register
7/26/2016,1469491200,12.09,61930,485119,82373795.0312,995.899181928,4064.894,57.485,5809,424,1946,14.42,23802114598,4711168,1974011991,30777.5,
7/27/2016,1469577600,13.07,53035,490249,82406732.8438,1077.05599827,3791.4432,51.387,6175,510,1706,13.79,22886382980,4710791,1714851632,32937.8125,
7/28/2016,1469664000,12.86,48555,493294,82439087.0625,1060.16665962,3974.6171,55.687,6081,483,1610,14.21,24336775150,4710949,2102090676,32354.21875,
7/29/2016,1469750400,12.87,47243,496589,82471026.4375,1061.40211025,3869.0261,55.146,5979,504,1598,14.45,22951966479,4711545,2014113080,31939.375,
7/30/2016,1469836800,12.52,42011,498814,82502668.1562,1032.93340532,3833.054,54.679,5981,431,1460,14.44,22341575288,4710901,1369798941,31641.71875,
7/31/2016,1469923200,11.89,48749,501305,82534887.6875,981.339814604,3859.1788,54.483,6029,505,1585,14.33,22551495057,4710794,1351488065,32219.53125,
8/1/2016,1470009600,11.08,45978,503754,82566482.0625,914.836621252,3811.4589,54.442,5961,440,1561,14.49,22560601997,4711025,1361547316,31594.375,
8/2/2016,1470096000,8.3,49041,507459,82597837.2188,685.562048916,3509.0712,50.797,5894,461,1687,14.66,22679744211,4710455,1514488094,31355.15625,
8/3/2016,1470182400,10.38,49475,510443,82629544.875,857.694675803,3425.8341,48.633,5984,437,1665,14.44,22667499175,4710898,1482317473,31707.65625,
8/4/2016,1470268800,11.21,46761,513258,82662397.6875,926.645478077,3713.5399,51.09,6192,466,1617,13.95,22424068262,4710665,1466374182,32852.8125,
8/5/2016,1470355200,11.04,43212,515463,82694629.7188,912.948712095,3788.6608,53.305,6065,469,1527,14.24,22709716839,4710698,1304026331,32232.03125,
8/6/2016,1470441600,10.94,41487,517347,82726219.5625,905.024842014,3712.8702,53.004,5978,419,1465,14.46,22261007498,4711247,1177530476,31589.84375,
8/7/2016,1470528000,10.99,42955,519108,82758510.6562,909.516032112,3823.9977,53.578,6077,467,1473,14.22,22143757119,4711547,1262729849,32291.09375,
8/8/2016,1470614400,11.29,42984,521038,82790686.5938,934.706851643,3890.3127,54.81,6059,462,1504,14.26,22238663553,4711440,2565817408,32175.9375,
8/9/2016,1470700800,12.25,47057,523950,82823353.0,1014.58607425,4080.0038,56.755,6130,497,1592,14.1,22880314198,4711480,1400157039,32666.40625,
8/10/2016,1470787200,12.19,46290,526538,82855515.9688,1010.00873966,4188.2693,58.86,6054,467,1607,14.27,22839922128,4711080,1471694578,32162.96875,
8/11/2016,1470873600,11.66,48171,529018,82887720.8125,966.470824674,4270.9885,60.119,6068,455,1621,14.24,22430005194,4710417,1428325553,32204.84375,
8/12/2016,1470960000,11.74,44400,531192,82919824.0938,973.478734861,4237.0475,60.031,6014,505,1559,14.37,23389186213,4711106,1326666513,32103.28125,
8/13/2016,1471046400,11.56,41088,532827,82951823.0,958.92307388,4228.4036,59.674,6032,453,1431,14.32,22116282460,4711142,1140082745,31998.90625,
8/14/2016,1471132800,11.18,40577,534412,82983791.9062,927.758793512,4225.0655,59.899,6034,441,1406,14.32,22080023368,4711301,1096874038,31968.90625,
8/15/2016,1471219200,11.15,42302,536080,83016120.8125,925.629747059,4251.9922,59.514,6090,461,1467,14.19,22387394758,4710725,1226846171,32328.90625,
8/16/2016,1471305600,11.14,48949,537798,83048158.0,925.15648012,4385.5314,61.567,6054,434,1621,14.27,22133315567,4711205,1418034622,32037.1875,
8/17/2016,1471392000,10.75,44867,539428,83080152.5312,893.111639711,4329.829,61.463,6009,481,1532,14.38,22449010538,4711333,1294638318,31994.53125,
8/18/2016,1471478400,10.73,47799,541085,83112941.5938,891.801863301,4368.166,61.11,6100,570,1663,14.16,22271755769,4711047,1649547423,32789.0625,
8/19/2016,1471564800,10.71,42948,542717,83144783.0,890.48062593,4409.826,62.459,6014,441,1491,14.37,23013031811,4709864,1322051295,31841.40625,
8/20/2016,1471651200,11.27,41318,544620,83177018.625,937.404999904,4516.0321,63.447,6055,492,1453,14.27,22008202022,4710609,1214018556,32235.625,
8/21/2016,1471737600,11.14,42543,546514,83209710.9688,926.956180192,4513.7179,63.103,6084,571,1480,14.2,22724928781,4710156,1279475184,32692.34375,
8/22/2016,1471824000,11.09,44250,548109,83242003.7812,923.153821934,4601.7622,64.446,6078,478,1526,14.22,22323641612,4710135,1358467325,32292.8125,
8/23/2016,1471910400,11.0,48430,550573,83274187.6875,916.016064562,4631.2453,65.758,6015,529,2023,14.36,22472449180,4709295,3437976497,32183.90625,
8/24/2016,1471996800,11.0,46821,552384,83306461.125,916.371072375,4650.6361,65.493,6053,502,1590,14.28,22134955112,4709493,1365497931,32273.4375,
8/25/2016,1472083200,11.36,49868,554545,83338596.75,946.72645908,4815.0103,67.338,6094,420,1663,14.18,21662495420,4709477,1503181516,32135.625,
8/26/2016,1472169600,11.26,47292,556489,83370468.1562,938.751471439,4932.0395,70.035,6006,461,1610,14.39,22060468684,4709561,1446149563,31871.40625,
8/27/2016,1472256000,11.19,47938,557883,83402774.5625,933.277047354,4919.3846,69.02,6076,485,1586,14.22,22084491734,4709742,1297050238,32306.40625,
8/28/2016,1472342400,10.97,42607,559482,83434802.5312,915.279783768,4865.2902,68.798,6035,463,1451,14.32,22327330954,4709810,1157458709,32027.96875,
8/29/2016,1472428800,10.95,45510,561294,83466728.9375,913.960681866,4814.9702,68.148,6014,465,1572,14.37,22503390990,4709892,1320040213,31926.40625,
8/30/2016,1472515200,11.23,46979,563151,83498603.7812,937.689320463,4812.1623,68.22,6026,439,1616,14.34,21969060645,4709163,1474009089,31874.84375,
8/31/2016,1472601600,11.59,45846,565136,83530738.3125,968.121257042,4912.9748,69.059,6073,449,1538,14.22,22383972827,4709169,1356666091,32134.53125,
9/1/2016,1472688000,12.21,47491,567294,83562483.0,1020.29791743,4966.2194,70.596,5989,454,1583,14.43,22350497450,4708806,1434700962,31744.6875,
9/2/2016,1472774400,12.09,55413,569263,83594867.0625,1010.66194279,5019.0583,70.13,6088,490,1850,14.18,21832746445,4709322,2097074659,32384.0625,
9/3/2016,1472860800,11.91,44792,571037,83626363.0,995.98998333,4789.3796,68.51,5949,438,1513,14.53,22180114518,4708902,1231580684,31495.9375,
9/4/2016,1472947200,11.72,48128,572702,83658227.0625,980.474421173,4635.7113,65.871,6023,438,1719,14.34,23122925314,4708699,2167392083,31864.0625,
9/5/2016,1473033600,11.8,42667,574371,83690416.75,987.54691765,4827.2541,67.661,6076,458,1512,14.22,22297761925,4709998,1303037941,32189.6875,
9/6/2016,1473120000,11.72,49102,576228,83722098.1562,981.222990391,4792.9349,68.158,5993,429,1722,14.42,22011556383,4709819,1526617928,31681.40625,
9/7/2016,1473206400,11.6,48701,577984,83754365.9688,971.550645238,4926.6069,68.605,6118,422,1692,14.11,22086810764,4709743,1572299632,32267.8125,
9/8/2016,1473292800,11.41,55970,579977,83786274.5625,956.001392758,4824.1998,68.487,6016,463,1900,14.37,22630806155,4709567,1863985100,31908.59375,
9/9/2016,1473379200,11.7,53918,582016,83818491.4375,980.676349819,4852.4709,68.268,6074,464,1853,14.23,21954984795,4709764,1913940716,32216.875,
9/10/2016,1473465600,12.08,42875,583909,83850322.0625,1012.91189051,4908.3645,69.729,5999,460,1508,14.4,22516085593,4709779,1217614180,31830.625,
9/11/2016,1473552000,11.65,43345,585641,83882675.0312,977.233164114,5077.4945,71.178,6093,479,1460,14.18,23221716092,4709347,1223254865,32352.96875,
9/12/2016,1473638400,11.93,45123,588032,83914912.0625,1001.10490091,5053.5361,71.225,6063,485,1585,14.25,23192092540,4709199,1545907006,32237.03125,
9/13/2016,1473724800,11.98,42591,589982,83946816.9062,1005.68286654,5041.1066,71.654,6003,471,1497,14.39,22172975216,4709188,1371598775,31904.84375,
9/14/2016,1473811200,11.93,53859,591822,83979345.6562,1001.87359368,5182.9774,72.546,6091,520,1758,14.18,21847315101,4709109,1682711707,32528.75,
9/15/2016,1473897600,11.99,52622,593560,84011528.4688,1007.29822634,5178.7626,73.116,6031,514,1743,14.32,22076869309,4709145,1658435104,32182.8125,
9/16/2016,1473984000,12.64,57532,595415,84043767.5312,1062.31322159,5166.6579,72.645,6065,482,2020,14.25,21913132122,4709239,2194001365,32239.0625,
9/17/2016,1474070400,12.82,46882,597259,84075922.5312,1077.85332685,5341.3299,75.421,6044,492,1588,14.3,22349371995,4708655,1585781668,32155.0,
9/18/2016,1474156800,12.33,37893,598924,84105496.4375,1037.02077107,4904.1278,72.224,5598,429,1433,15.43,22722051979,4707956,1293680440,29573.90625,
9/19/2016,1474243200,12.92,40505,599907,84139773.3125,1087.0858712,4750.378,62.901,6409,672,1341,13.48,22459974842,4700188,1231910250,34276.875,
9/20/2016,1474329600,14.62,54067,602298,84172265.8125,1230.59852618,5422.6074,74.758,6167,476,1689,14.01,22114596899,4700337,1480764928,32492.5,
9/21/2016,1474416000,13.73,44549,605237,84204349.5625,1156.12571949,5525.5828,77.929,6062,500,1598,14.25,21875371150,4701179,1395904968,32083.75,
9/22/2016,1474502400,13.13,52657,606968,84235955.1875,1106.01809161,5071.3503,71.323,5746,848,1876,15.04,21998293790,4288910,2410972590,31605.625,
9/23/2016,1474588800,13.35,35219,608507,84270235.1875,1125.00763975,5305.6755,72.67,6226,868,1280,13.87,36520780497,1002439,1357490092,34280.0,
9/24/2016,1474675200,12.9,43418,610118,84303560.0312,1087.5159244,5103.0049,74.211,5877,1103,1526,14.71,33231902597,1171866,2289308086,33324.84375,
9/25/2016,1474761600,13.05,38713,612211,84337950.5,1100.61025402,5555.4792,75.468,6267,863,1387,13.79,38650733832,1499421,1747816446,34390.46875,
9/26/2016,1474848000,12.93,43514,613935,84370081.2812,1090.90515097,5200.9835,75.443,5843,877,1545,14.79,43188170153,1499865,2542248908,32130.78125,
9/27/2016,1474934400,13.08,46817,615620,84405365.6562,1104.02218278,5120.341,71.522,6053,1436,1661,14.27,35880566234,1500023,2632786474,35284.375,
9/28/2016,1475020800,13.3,42797,617448,84437769.0938,1123.02232895,5846.2348,81.379,6106,522,1561,14.15,31053957466,1499957,2175515747,32403.4375,
9/29/2016,1475107200,13.14,40416,620099,84470082.5312,1109.93688446,6022.4118,83.711,6126,462,1442,14.11,30521640536,1499913,1396207408,32313.4375,
9/30/2016,1475193600,13.26,35836,622544,84501705.8125,1120.49261907,5880.2036,83.323,6008,433,1437,14.37,29817386069,1499703,1272668731,31623.28125,
10/1/2016,1475280000,13.23,53076,624508,84536184.4062,1118.41371969,5152.6442,76.304,5780,1507,1810,14.96,27851144123,1500303,3985836244,34478.59375,
10/2/2016,1475366400,13.22,51105,627061,84571945.1875,1118.04111538,5483.6261,76.005,6068,1445,1687,14.04,29274270351,1499492,3743242598,35760.78125,
10/3/2016,1475452800,13.45,47672,629658,84605219.7188,1137.94020522,5953.6984,81.561,6204,661,1719,13.85,28921116127,1499443,2717406813,33274.53125,
10/4/2016,1475539200,13.31,56662,653826,84637271.125,1126.52207867,6202.7305,86.514,6077,533,2192,14.13,25719466740,1499001,3246134901,32051.40625,
10/5/2016,1475625600,13.09,41719,656302,84670352.6875,1108.33491668,5577.4987,80.8,5817,1234,1802,14.69,25204877308,1498534,2866971417,33081.5625,
10/6/2016,1475712000,12.86,36826,659011,84703194.5625,1089.28308207,5922.4732,83.821,5953,896,1938,14.44,23383154022,1498143,2310816610,32841.875,
10/7/2016,1475798400,12.68,43708,661379,84739746.4375,1074.49998483,4970.4163,69.908,5887,2044,4119,14.4,23148248452,1495809,2421130656,36551.875,
10/8/2016,1475884800,12.25,37690,664537,84775841.125,1038.50405378,5604.5061,76.211,6200,1394,5429,13.73,23382156317,1497289,2565205408,36094.6875,
10/9/2016,1475971200,12.05,43940,667329,84809266.75,1021.95166434,6061.2059,84.951,6049,880,5683,14.17,24293403159,1497217,2711943257,33425.625,
10/10/2016,1476057600,11.74,44940,686320,84842397.6875,996.049748851,6191.8909,86.427,6041,814,12725,14.16,23808820587,1495837,2467479630,33130.9375,
10/11/2016,1476144000,11.76,41053,692167,84874877.2188,998.128556093,6396.5054,89.686,6050,633,2762,14.2,24289033632,1495918,1564187991,32479.53125,
10/12/2016,1476230400,11.74,30002,700440,84907969.875,996.819566333,5894.3176,84.156,5910,969,1248,14.48,26037096488,1496324,1522678013,33092.65625,
10/13/2016,1476316800,12.03,32244,716073,84942796.125,1021.86183738,5992.5502,82.198,6114,1208,1306,13.94,74508549155,1495940,1418138280,34826.25,
10/14/2016,1476403200,11.9,42006,728429,84975709.875,1011.21094751,6610.6347,91.991,6079,708,1400,14.13,47491822159,1222433,1486426699,32913.75,
10/15/2016,1476489600,11.97,33662,731881,85007917.0625,1017.54476724,6775.8615,95.454,6027,582,1236,14.25,67021626922,500409,1040206098,32207.1875,
10/16/2016,1476576000,11.94,34990,736985,85040847.375,1015.38771766,6765.6017,95.168,6055,746,1297,14.2,64860315135,500401,990865611,32930.3125,
10/17/2016,1476662400,11.98,38136,741716,85073225.1875,1019.17723775,6470.6153,92.157,5959,718,1377,14.39,62917625993,500238,1078574284,32377.8125,
10/18/2016,1476748800,12.52,51898,746368,85106545.5,1065.53394966,6728.4087,92.932,6119,758,1747,14.0,56109104953,777144,1704303900,33320.3125,
10/19/2016,1476835200,11.98,38497,747915,85139695.1875,1019.97354835,6385.8647,92.358,5774,1178,1638,14.74,26727015004,2846462,4085729321,33149.6875,
10/20/2016,1476921600,12.06,43438,749504,85174224.25,1027.20114446,6900.1594,92.825,6298,842,1466,13.65,28388678071,1657755,2271887910,34529.0625,
10/21/2016,1477008000,12.07,57780,751013,85206351.125,1028.44065808,7307.962,102.156,6097,464,1724,14.11,27327186756,1203674,1538319822,32126.875,
10/22/2016,1477094400,12.1,37772,752751,85238053.7812,1031.38045075,7382.1642,103.794,6041,425,1357,14.24,25568419660,1294716,1087705458,31702.65625,
10/23/2016,1477180800,11.98,35364,754105,85269385.6562,1021.52724016,7219.1314,102.341,5993,388,1292,14.38,27189463354,1997458,1003447161,31331.875,
10/24/2016,1477267200,11.94,52547,755748,85301447.5312,1018.49928352,7277.3711,101.691,6065,488,1791,14.15,26738598194,1999236,1752086955,32061.875,
10/25/2016,1477353600,11.37,47610,758849,85333112.0625,970.237484151,7459.7244,104.669,6028,425,1675,14.26,25467763116,1999259,1595508580,31664.53125,
10/26/2016,1477440000,11.5,45158,760844,85365068.9375,981.698292781,7503.7485,104.784,6096,416,1550,14.13,24766803093,1999273,1320784021,31956.875,
10/27/2016,1477526400,11.47,44353,762714,85396513.9375,979.498014863,7438.5065,104.659,6018,384,1518,14.29,25335805631,1999209,1288784933,31445.0,
10/28/2016,1477612800,11.11,41522,765038,85427593.0,949.10055823,7120.6124,101.735,5943,382,1472,14.49,26393346615,1999189,1281666893,31079.0625,
10/29/2016,1477699200,10.38,40011,766865,85457222.5312,887.045969874,5695.7524,85.036,5668,361,1461,15.16,26931401011,1999048,1103589525,29629.53125,
10/30/2016,1477785600,11.24,39435,768687,85489183.0,960.89841692,5454.259,76.37,6059,467,1422,14.18,25710654068,1999102,1149072616,31960.46875,
10/31/2016,1477872000,10.93,45031,770540,85521204.25,934.746762452,5869.6806,81.664,6092,436,1536,14.12,24958279875,1999056,1338772706,32021.25,
11/1/2016,1477958400,10.77,49025,772838,85551702.6875,921.391837944,5051.2126,73.351,5839,362,1689,14.75,27306724366,1999027,1473547479,30498.4375,
11/2/2016,1478044800,10.83,43519,777832,85582844.7188,926.862208304,4531.1125,64.719,5952,381,1497,14.46,24483859111,1998359,1195992854,31142.03125,
11/3/2016,1478131200,10.86,42346,779820,85614060.6562,929.768698727,4313.7141,61.515,5950,410,1471,14.46,24961749448,1998698,1175802179,31215.9375,
11/4/2016,1478217600,11.15,32572,781449,85644984.25,954.941574388,3971.1034,57.16,5904,391,1262,14.58,23953353775,1998811,909734105,30923.59375,
11/5/2016,1478304000,11.13,37690,782988,85676408.7812,953.578429735,3751.7897,53.005,5996,405,1358,14.33,24196990421,1998836,1010144475,31424.53125,
11/6/2016,1478390400,10.96,34391,784678,85708208.9375,939.361969955,3688.7432,51.647,6054,421,1289,14.17,24064007293,1998560,961866815,31800.15625,
11/7/2016,1478476800,10.9,41941,786489,85741468.0,934.5820012,4362.9653,58.599,6315,470,1399,13.6,24556000429,1998737,1155660767,33259.0625,
11/8/2016,1478563200,10.87,41569,788550,85773795.1875,932.361153688,4893.0046,67.264,6159,426,1476,13.97,24358801328,1998842,1287625339,32327.1875,
11/9/2016,1478649600,10.66,40517,791024,85804797.5312,914.679141683,4786.721,68.501,5924,383,1484,14.49,25674126403,1998969,1396745204,31002.34375,
11/10/2016,1478736000,10.52,40164,793001,85836008.3125,902.994807447,4399.0135,62.532,5966,385,1492,14.4,24703835063,1998946,1345345017,31210.78125,
11/11/2016,1478822400,10.29,41070,795241,85867347.6875,883.575007704,4285.9637,60.582,5992,384,1462,14.37,28889390493,1998527,1309985453,31339.375,
11/12/2016,1478908800,9.98,40882,797064,85899297.6875,857.274990921,4355.3253,60.465,6086,424,1426,14.12,25243993965,1999114,1173857840,31950.0,
11/13/2016,1478995200,10.12,43673,799460,85931721.9062,869.629025691,4718.0689,64.651,6203,395,1468,13.85,25168748733,1998932,1300556775,32424.21875,
11/14/2016,1479081600,10.0,43876,801315,85963606.125,859.63606125,4872.7435,68.109,6067,431,1576,14.13,24969184273,1998511,1454676000,31884.21875,
11/15/2016,1479168000,10.23,45330,803432,85995043.1562,879.729291488,4926.4165,69.61,6006,393,1577,14.33,24586128040,1998874,1415927265,31437.03125,
11/16/2016,1479254400,10.01,41684,805304,86026624.5625,861.126511871,4858.6238,67.943,6045,377,1481,14.21,24746018974,1998890,1307260877,31581.40625,
11/17/2016,1479340800,9.96,40738,807112,86057433.1562,857.132034236,4660.1084,66.53,5868,415,1476,14.61,24334480804,1998694,1193953855,30808.59375,
11/18/2016,1479427200,9.53,43785,809162,86090533.9375,820.442788424,4933.6367,66.438,6289,465,1514,13.67,24779293462,1997356,1340958763,33100.78125,
11/19/2016,1479513600,9.68,39289,810733,86122865.0312,833.669333502,5252.2465,71.949,6150,431,1375,13.92,24367796634,1996428,1103106990,32331.09375,
11/20/2016,1479600000,9.58,42125,812403,86155325.1875,825.368015296,5747.4276,78.335,6179,425,1473,13.87,24297865025,1997325,1263031869,32460.15625,
11/21/2016,1479686400,9.56,42735,814569,86187136.75,823.94902733,6067.3139,84.45,6073,398,1537,14.12,24827550548,1997295,1349827967,31811.5625,
11/22/2016,1479772800,9.83,53585,816176,86218314.25,847.526029077,5664.3154,81.078,5922,424,1708,14.47,23329377849,1997825,1568306298,31177.5,
11/23/2016,1479859200,9.75,64289,817840,86250939.875,840.946663781,5299.0298,75.589,5837,916,1950,14.5,24571404785,2034874,3254628695,32625.625,
11/24/2016,1479945600,9.2,36861,819485,86283337.5312,793.806705287,5416.4349,68.111,5914,793,1424,14.44,27981297065,3224321,2211281024,32397.65625,
11/25/2016,1480032000,9.41,58075,840006,86316772.375,812.240828049,5623.5357,65.987,6111,831,1767,14.13,24440853301,3299571,2334154461,33434.84375,
11/26/2016,1480118400,9.32,40804,843172,86349268.3125,804.775180673,5881.8116,69.017,5938,778,1501,14.56,24641800522,3299530,2821246160,32495.9375,
11/27/2016,1480204800,8.87,44449,845997,86382979.4062,766.217027333,5584.128,65.524,5945,1107,1703,14.53,25256371561,3299028,4447039191,33711.09375,
11/28/2016,1480291200,8.68,48388,847709,86416919.25,750.09885909,5765.2583,67.65,6042,1039,1731,14.3,25726139305,3299394,4699460436,33939.84375,
11/29/2016,1480377600,8.18,47036,849474,86449890.3438,707.160103012,5881.2257,69.01,5988,843,1692,14.43,25163119754,3299547,3918288751,32971.09375,
11/30/2016,1480464000,8.6,39178,851332,86481730.3438,743.742880956,5904.5764,69.284,6061,436,2209,14.26,23375317675,3293862,1448305639,31840.0,
12/1/2016,1480550400,8.46,37121,852988,86513478.625,731.904029167,5991.9926,70.31,6057,417,1407,14.27,22785340768,3292451,1179561410,31748.28125,
12/2/2016,1480636800,7.71,41642,856233,86545275.0312,667.264070491,6073.4179,71.265,6075,401,1462,14.22,23095222285,3291199,1219699612,31796.40625,
12/3/2016,1480723200,7.89,41357,862630,86577391.4375,683.095618442,6099.6118,74.253,6160,373,1404,14.0,22832490174,3290780,1114755125,32116.40625,
12/4/2016,1480809600,7.54,39643,868190,86608563.9375,653.028572089,5331.2802,75.672,5983,356,1403,14.4,22644586389,3291411,1131598024,31172.5,
12/5/2016,1480896000,6.67,41613,874903,86639798.625,577.887456829,5198.7468,73.601,6004,346,1491,14.34,23613848731,3926785,1245472147,31234.6875,
12/6/2016,1480982400,7.71,48200,877485,86671774.25,668.239379468,5148.711,71.207,6089,424,1615,14.09,23636815655,3997425,1416816699,31975.625,
12/7/2016,1481068800,8.35,41757,879373,86703484.875,723.974098706,5264.3617,73.643,6073,376,1523,14.17,23374892164,4001886,1404643653,31710.625,
12/8/2016,1481155200,8.3,39587,881066,86735578.9375,719.905305181,5523.1193,76.369,6125,418,1416,14.03,939588332579,4006060,1238511280,32094.0625,
12/9/2016,1481241600,8.5,41444,882875,86767239.5625,737.521536281,5658.9104,79.28,6050,396,1502,14.22,22949471336,4005990,1332538357,31660.625,
12/10/2016,1481328000,8.09,40564,886258,86798915.9688,702.203230187,5798.285,80.985,6075,369,1428,14.16,22755035263,4005120,1210059849,31676.40625,
12/11/2016,1481414400,8.2,39164,888937,86830698.0,712.0117236,5946.0499,82.938,6098,365,1681,14.11,23102362744,4005638,1630402551,31782.03125,
12/12/2016,1481500800,8.45,38741,890669,86862037.375,733.984215819,5719.9028,80.878,5999,384,1477,14.35,23597952573,4012790,1262373967,31339.375,
12/13/2016,1481587200,8.41,44664,892266,86893847.375,730.777256424,5874.665,82.224,6070,412,1538,14.17,22648901910,4008647,1328681874,31810.0,
12/14/2016,1481673600,8.22,47294,895504,86925697.8438,714.529236276,5861.5044,81.678,6080,407,1835,14.14,22618352558,4010315,1460654618,31850.46875,
12/15/2016,1481760000,7.77,46102,899270,86957065.6562,675.656400149,5827.1006,82.534,6001,382,1582,14.33,23094151934,4009752,1390060373,31367.8125,
12/16/2016,1481846400,7.87,43953,901155,86988822.0625,684.602029632,6031.5534,84.138,6075,385,1506,14.15,22992393242,4010738,1291609871,31756.40625,
12/17/2016,1481932800,7.67,39442,904251,87020784.4062,667.449416396,6102.0636,84.534,6116,395,1418,14.07,23595023607,4007103,1235492184,31962.34375,
12/18/2016,1482019200,7.88,36640,906316,87052676.9062,685.975094021,6284.0681,87.76,6096,396,1345,14.13,23992718388,4004408,1106211073,31892.5,
12/19/2016,1482105600,7.61,45599,908427,87084147.375,662.710361524,6324.846,88.902,6032,371,1616,14.27,23123514564,4004278,1495809320,31470.46875,
12/20/2016,1482192000,7.59,44241,910765,87115816.2812,661.209045575,6478.8654,90.508,6069,373,1536,14.19,24119840003,4008755,1527558481,31668.90625,
12/21/2016,1482278400,7.87,50793,912667,87147409.25,685.850110797,6449.9952,90.111,6070,351,1769,14.19,23592292635,4006388,1796300581,31592.96875,
12/22/2016,1482364800,7.65,55173,921440,87178483.3125,666.915397341,6219.3619,88.552,5956,362,1762,14.42,20481256826,4005071,1695203949,31074.0625,
12/23/2016,1482451200,7.15,44391,925590,87209600.6562,623.548644692,5797.7449,82.166,5954,379,1522,14.43,21893017280,4005530,1339317925,31117.34375,
12/24/2016,1482537600,7.23,37757,927358,87240927.5312,630.751906051,5435.8074,76.928,6006,364,1361,14.33,22905581735,4005314,1110435549,31326.875,
12/25/2016,1482624000,7.19,36601,928670,87272935.9688,627.492409615,5672.4506,78.75,6127,390,1317,14.07,22736759512,4005173,1044011922,32008.4375,
12/26/2016,1482710400,7.24,34565,930087,87304580.6562,632.085163951,5906.7133,82.528,6066,370,1294,14.18,22814139095,4004528,1001482192,31644.6875,
12/27/2016,1482796800,7.15,42370,931796,87335807.2188,624.451021614,5725.5243,80.947,5998,346,1558,14.38,23152519818,4002387,1432239709,31226.5625,
12/28/2016,1482883200,7.63,43386,933815,87367378.625,666.613098909,5703.598,79.482,6056,365,1531,14.19,22822250696,4003240,1356040583,31571.40625,
12/29/2016,1482969600,8.24,46546,936427,87399197.375,720.16938637,5621.4968,78.498,6082,396,1678,14.12,23046273651,4002971,1632342826,31818.75,
12/30/2016,1483056000,8.17,44561,938850,87430878.9375,714.310280919,5670.0348,78.996,6063,382,1623,14.17,22836679784,4003148,1553149651,31681.5625,
12/31/2016,1483142400,8.04,41220,941811,87462107.0625,703.195340783,5739.8584,81.073,5993,356,1544,14.34,22450276633,4005641,1267201745,31228.125,
1/1/2017,1483228800,8.15,38730,943417,87493855.3438,713.074921052,5746.3882,79.895,6111,337,1390,14.09,22502464773,4004494,1122085141,31748.28125,
1/2/2017,1483315200,8.33,39652,945665,87525386.125,729.086466421,5772.7032,80.591,6058,353,1458,14.21,22989772352,4005192,1200378294,31530.78125,
1/3/2017,1483401600,9.68,45883,948326,87556909.4062,847.550883053,5701.1528,80.545,6035,385,1627,14.28,23220439902,4004606,1725017707,31523.28125,
1/4/2017,1483488000,10.91,50673,951853,87589008.9375,955.596087508,6330.766,87.318,6141,393,1717,13.99,23038159919,4004246,1722856381,32099.53125,
1/5/2017,1483574400,10.19,49596,955172,87620825.9688,892.856216622,6451.8286,90.096,6091,381,1676,14.1,22939235415,4004576,1531231916,31817.03125,
1/6/2017,1483660800,10.07,43804,958484,87652185.5,882.657507985,6519.8016,91.837,6009,373,1593,14.32,23009819425,4005286,1346979886,31359.53125,
1/7/2017,1483747200,9.8,43622,961114,87684080.5,859.3039889,6730.0143,93.445,6108,388,1570,14.09,22843513981,4004812,1339394826,31895.0,
1/8/2017,1483833600,10.29,42727,963314,87715764.875,902.595220564,6777.3147,94.534,6074,372,1557,14.13,22998988736,4005788,1452349378,31684.375,
1/9/2017,1483920000,10.23,46188,965736,87747515.1875,897.657080368,7001.3724,97.382,6082,378,1595,14.16,23091635207,4006987,1557850735,31750.3125,
1/10/2017,1484006400,10.56,48179,968054,87778864.5625,926.94480978,6997.2239,98.722,6030,344,1686,14.27,22532703925,4003798,1666781505,31349.375,
1/11/2017,1484092800,9.81,45221,970329,87810387.5312,861.419901682,7054.4628,99.096,6047,367,1591,14.24,22676639926,4004492,1526928420,31522.96875,
1/12/2017,1484179200,9.8,50589,973959,87841944.25,860.85105365,7142.7291,99.976,6056,367,1697,14.21,23040753981,4007178,1613483109,31556.71875,
1/13/2017,1484265600,9.76,50833,977582,87873674.5625,857.64706373,7277.2919,101.356,6106,346,1729,14.1,22119879499,4007972,1614122156,31730.3125,
1/14/2017,1484352000,9.77,42044,981025,87905152.6875,858.833341757,7334.4015,102.517,6067,328,1499,14.18,22409886093,4005799,1276527305,31478.125,
1/15/2017,1484438400,9.85,41748,983455,87936854.7188,866.17801898,7443.4979,103.641,6085,369,1498,14.14,22419878847,4005652,1333535915,31702.03125,
1/16/2017,1484524800,9.59,45375,985864,87968395.0312,843.61690835,7416.8136,104.134,6052,366,1575,14.22,22395773525,4006416,1447294287,31540.3125,
1/17/2017,1484611200,10.15,46671,988571,87999691.125,893.196864919,7325.2279,103.817,6002,371,1642,14.36,22742343222,4005926,1742542655,31296.09375,
1/18/2017,1484697600,10.19,44994,991171,88031299.0938,897.038937765,7318.3297,102.053,6065,363,1583,14.18,22420105832,4006634,1514489339,31607.96875,
1/19/2017,1484784000,10.41,43628,993689,88063420.1875,916.740204152,7751.0819,107.184,6158,383,1552,14.0,22228644380,4006932,1417244289,32121.09375,
